Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)"
org.apache.tools.ant.input.InputHandler,0,0,0,0,0,0,0,0,0,1,8,1,6,2,1,1,1,4253.312239,296,309.3800252,205.7304061,185,4247.031198,4243.128327,4247.074876,95.85927185,206.6301043,0,,212.003262,282.0283674,4243.001948,4252.362755,4.187180403,4243.954406,4.192275547,8488.001055,18003261
org.apache.tools.ant.taskdefs.condition.Condition,0,0,0,0,0,0,0,0,0,1,18,1,17,1,1,1,2,4253.242763,295,308.4234103,196.7866865,175,4246.607352,4243.136222,4246.607352,96.20810777,196.7866865,0,,212.006371,274.898163,4243.014772,4251.895812,11.24009397,4243.954406,11.24269249,8488.007543,18003261
org.apache.tools.ant.taskdefs.compilers.Kjc,0,0,0,0,0,0,0,0,0,4,10,26,1,9,195,0.001986834,1,4059.805045,296.0016825,308.5206638,202.6277375,183.0027214,4053.133356,4049.083477,4053.502436,90.80198236,209.8809186,0,,269.9925508,267.3013281,4049.043613,4057.813574,195.9481082,4049.934567,195.944239,1617161.012,16394588
org.apache.tools.ant.util.TaskLogger,0,0,0,0,0,0,0,0,0,6,1,8,0,1,43,0.836380236,0,4211.485486,297.0000451,308.9239389,209.9738079,192.0000697,4205.385238,4201.137584,4205.385238,91.54780172,209.9738079,0,,209.4336838,280.8718569,4201.003246,4210.378843,43.30676898,4201.859826,43.43082102,363143.0026,17648606
org.apache.tools.ant.input.PropertyFileInputHandler,0,0,0,0,0,0,0,0,0,3,3,19,0,3,104,0.95038947,1,4150.568154,296.0000042,308.804145,209.389589,190.0000065,4144.35761,4140.12367,4144.449783,93.63759929,211.2060605,0,,220.0242693,272.9468813,4140.020876,4148.987828,104.8323398,4140.93516,104.8677711,871955.0063,17139794
org.apache.tools.ant.types.selectors.MajoritySelector,0,0,0,0,0,0,0,0,0,4,5,15,4,2,83,0.48475672,4,4171.303154,293.000453,305.6435833,207.1545317,188.0007061,4165.244891,4161.130856,4165.244891,93.04837452,207.1545317,0,,214.6951403,273.0347963,4161.020494,4169.948321,84.0186181,4161.909418,84.08642652,697630.0051,17314119
org.apache.tools.ant.filters.StringInputStream,0,0,0,0,0,0,0,0,0,6,1,15,1,0,45,0.948104577,1,4209.420031,296.0000045,307.9626601,209.9738079,192.000007,4203.387325,4199.145866,4203.341766,91.92388155,209.0598001,0,,203.0291442,275.1090693,4199.01437,4208.002614,46.30438854,4199.860236,46.43344037,379950.0028,17631799
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,12,3,22,1,2,156,0.870517316,1,4098.702234,296.0000283,306.3608983,205.7692883,190.0000441,4092.41298,4088.133193,4092.459529,85.61541917,206.6930091,0,,246.4791306,270.1147904,4088.031231,4096.914205,156.8114159,4088.76326,157.0274229,1299814.009,16711935
org.apache.tools.ant.filters.TailFilter,0,0,0,0,0,0,0,0,0,7,5,19,1,4,285,0.926746371,1,3970.05,296.0000091,307.6881538,205.9126028,188.0000143,3963.46124,3959.121367,3963.604673,89.53770156,208.655218,0,,344.4698743,272.2443755,3959.024226,3968.349531,285.3432544,3959.891034,285.4207001,2337874.017,15673875
org.apache.tools.ant.types.selectors.SelectorContainer,0,0,0,0,0,0,0,0,0,19,19,19,3,16,19,1,0,4235.426071,297,305.6026832,188.3082579,174,4228.581441,4225.042722,4229.225225,74.46475676,202.2498455,0,,194.9306996,270.8449741,4225.02752,4233.672401,24.42956947,4225.613447,24.64617248,160930.0018,17850819
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,39,0,2,282,0.83758728,4,3972.819276,293.000045,304.5291447,208.2546518,191.0000691,3966.60119,3962.137428,3966.649468,89.31965069,209.1721779,0,,331.0217303,259.1138746,3962.091865,3970.463953,283.2786582,3962.869289,283.3934772,2314131.017,15697618
org.apache.tools.ant.types.selectors.BaseExtendSelector,0,0,0,0,0,0,0,0,0,4,9,5,5,4,18,0.977444469,5,4236.076014,292.0000009,304.6850833,203.5313244,184.0000014,4230.003783,4226.113699,4230.135341,92.35799911,206.2474242,0,,208.7873912,279.7016267,4226.004835,4235.246038,19.11525946,4226.895433,19.1769724,152465.0012,17859284
org.apache.tools.ant.util.TimeoutObserver,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,1,0,4253.381949,297,310.3369137,210.2379604,190,4247.251935,4243.136222,4247.207318,96.20810777,209.3346603,0,,212.0025687,284.0158446,4243.000509,4252.495032,2.303163706,4243.954406,2.315811953,8488.000319,18003261
org.apache.tools.ant.filters.StripLineBreaks,0,0,0,0,0,0,0,0,0,7,5,17,1,4,107,0.926746371,1,4147.575798,296.0000091,307.6881538,205.9126028,188.0000143,4141.269491,4137.116145,4141.406766,89.53770156,208.655218,0,,223.2300972,273.6731627,4137.018647,4146.042209,107.7306245,4137.852704,107.8405324,896784.0065,17114965
org.apache.tools.ant.taskdefs.condition.Socket,0,0,0,0,0,0,0,0,0,4,4,12,1,3,70,0.954603765,0,4184.553142,297.0000035,309.4802094,208.0624906,189.0000055,4178.276798,4174.122662,4178.367744,92.6984358,209.8809186,0,,212.8019275,277.2760357,4174.009315,4183.199493,70.55885655,4174.906586,70.62164105,589272.0042,17422477
org.apache.tools.ant.taskdefs.condition.IsSet,0,0,0,0,0,0,0,0,0,3,5,7,1,4,29,0.966308882,0,4225.450745,297.0000019,309.7628125,207.5764919,188.000003,4219.190562,4215.113996,4219.325302,93.30058949,210.2974084,0,,208.0208937,280.9216973,4215.003174,4224.351074,29.47178987,4215.918524,29.51380425,245318.0018,17766431
org.apache.tools.ant.PathTokenizer,0,0,0,0,0,0,0,0,0,3,3,17,2,1,196,0.845011757,3,4058.662341,294.0000409,306.8876016,209.389589,190.0000632,4052.456539,4048.142784,4052.456539,94.33981132,209.389589,0,,277.0405119,272.9761894,4048.021256,4057.193611,196.4240525,4048.956409,196.4575565,1625249.012,16386500
org.apache.tools.ant.types.FilterSetCollection,0,0,0,0,0,0,0,0,0,5,6,13,5,1,69,0.940756643,2,4185.40918,295.0000059,307.2800026,205.8275978,187.0000094,4179.185806,4175.138441,4179.185806,92.47702417,205.8275978,0,,211.5892057,273.8046749,4175.018088,4183.96869,70.07593974,4175.885655,70.17438216,580924.0042,17430825
org.apache.tools.ant.types.AntFilterReader,0,0,0,0,0,0,0,0,0,10,9,31,2,7,166,0.109909347,1,4088.728409,296.0013383,306.8827138,201.0397971,184.0021529,4082.148944,4078.096124,4082.42379,85.70297544,206.5453945,0,,246.2166562,263.104542,4078.064802,4086.47868,167.6162742,4078.804359,167.7539309,1381483.01,16630266
org.apache.tools.ant.types.selectors.SelectorScanner,0,0,0,0,0,0,0,0,0,3,3,3,2,1,3,1,1,4251.31709,296,308.804145,209.389589,190,4245.253938,4241.136286,4245.253938,94.33981132,209.389589,0,,210.0213846,283.1960452,4241.00099,4250.4448,4.165636707,4241.912894,4.216629193,25458.00034,17986291
org.apache.tools.bzip2.CBZip2InputStream,0,0,0,0,0,0,0,0,0,32,4,40,2,2,2014,0.316790399,3,2249.296779,294.0007938,299.8616348,197.9949494,189.0012349,2237.994861,2230.244157,2238.079534,67.60177512,198.9497424,0,,2017.602057,256.9610865,2230.190294,2244.755889,2014.094853,2230.780357,2014.405825,13038676.15,4973073
org.apache.tools.ant.taskdefs.rmic.SunRmic,0,0,0,0,0,0,0,0,0,3,8,22,1,7,152,0.073631739,0,4102.764068,297.0014447,309.7628125,204.8633691,185.0023193,4096.179806,4092.095796,4096.455175,92.34717104,210.2974084,0,,243.9732619,270.1147904,4092.031201,4100.90551,152.8699743,4092.946127,152.8668635,1267094.009,16744655
org.apache.tools.ant.taskdefs.Transform,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,4250.389276,297,310.3369137,212.0471646,192,4244.344944,4240.136319,4244.344944,96.20810777,212.0471646,0,,211.0361504,285.2805637,4240.000078,4249.58645,4.074089331,4240.955081,4.101961184,33938.00023,17977811
org.apache.tools.ant.util.regexp.RegexpFactory,0,0,0,0,0,0,0,0,0,4,6,12,1,5,71,0.942418387,2,4183.414156,295.0000056,307.561376,206.2474242,187.0000089,4177.18781,4173.107835,4177.368789,92.0271699,209.8809186,0,,213.1320682,277.2760357,4173.009317,4182.201693,71.56583972,4173.906803,71.61370777,597619.0043,17414130
org.apache.tools.ant.types.Substitution,0,0,0,0,0,0,0,0,0,4,4,15,0,4,70,0.911422288,2,4184.411667,295.0000133,307.561376,208.0624906,189.0000208,4178.276798,4174.115116,4178.413575,92.35799911,210.791366,0,,209.9553686,275.8042784,4174.012684,4183.102198,70.76532989,4174.906586,70.82047168,589275.0042,17422474
org.apache.tools.ant.taskdefs.condition.Not,0,0,0,0,0,0,0,0,0,2,3,8,1,3,33,0.970053611,0,4221.460648,297.0000015,310.0483833,209.8118204,190.0000024,4215.284213,4211.121585,4215.329406,94.57801013,210.7178208,0,,207.626653,280.1892218,4211.00414,4220.311244,33.53079281,4211.940408,33.55872992,279023.002,17732726
org.apache.tools.ant.taskdefs.condition.IsTrue,0,0,0,0,0,0,0,0,0,3,4,7,1,3,29,0.98866506,0,4225.450745,297.0000002,309.7628125,208.4826132,189.0000003,4219.235239,4215.121469,4219.325302,93.63759929,210.2974084,0,,208.0208937,280.9216973,4215.003174,4224.351074,29.4644328,4215.918524,29.51380425,245318.0018,17766431
org.apache.tools.ant.types.Reference,0,0,0,0,0,0,0,0,0,5,28,11,26,2,54,0.948173536,18,4199.278629,279.0000048,291.9537635,186.0671922,165.0000081,4193.247548,4190.12995,4193.287016,92.11405973,186.9545399,0,,209.3442913,261.4574535,4190.072431,4198.149592,59.35318082,4190.882485,59.43932207,455447.004,17556302
org.apache.tools.ant.input.MultipleChoiceInputRequest,0,0,0,0,0,0,0,0,0,3,3,8,2,1,32,0.969983061,3,4222.248216,294.0000015,306.8876016,209.389589,190.0000024,4216.283197,4212.137225,4216.283197,94.33981132,209.389589,0,,207.4775559,279.5084972,4212.005149,4221.26391,32.66194542,4212.919178,32.72585829,270600.002,17741149
org.apache.tools.ant.types.RegularExpression,0,0,0,0,0,0,0,0,0,6,8,21,1,7,95,0.866159939,2,4159.474246,295.0000304,307.0016287,203.5927307,185.0000484,4153.12244,4149.09448,4153.394034,89.49301649,209.0598001,0,,214.1537568,270.8228203,4149.028106,4157.829482,96.25303774,4149.8706,96.32322082,797356.0058,17214393
org.apache.tools.ant.taskdefs.compilers.Javac13,0,0,0,0,0,0,0,0,0,2,7,13,1,6,66,0.021005676,0,4188.543064,297.0016135,310.0483833,206.1965082,186.0025764,4182.138209,4178.100645,4182.363566,93.60555539,210.7178208,0,,210.5733726,276.5519843,4178.010897,4187.142821,66.71362912,4178.947834,66.7136436,555865.004,17455884
org.apache.tools.ant.taskdefs.LogStreamHandler,0,0,0,0,0,0,0,0,0,2,9,9,5,4,31,0.921359513,23,4221.900638,274.0000113,288.0919992,204.3942269,184.0000168,4217.016125,4213.11405,4217.148088,94.24436323,207.0990101,0,,206.3574254,276.7399501,4213.010385,4222.079346,32.3942748,4213.939962,32.41466059,262176.002,17749573
org.apache.tools.zip.UnrecognizedExtraField,0,0,0,0,0,0,0,0,0,10,3,13,1,2,76,0.930310883,2,4178.426618,295.0000082,305.9182897,206.5453945,190.0000128,4172.328367,4168.130636,4172.374024,87.46427842,207.4656598,0,,213.909573,276.5519843,4168.010923,4177.164708,76.59439886,4168.786994,76.78376168,639325.0046,17372424
org.apache.tools.ant.listener.MailLogger,0,0,0,0,0,0,0,0,0,5,5,37,0,5,250,0.904863972,2,4004.879649,295.0000153,307.2800026,206.7365473,188.0000241,3998.422189,3994.112667,3998.612259,91.08238029,210.3806075,0,,305.4430684,260.4611295,3994.082256,4002.483729,251.3262402,3994.925782,251.360152,2059537.015,15952212
org.apache.tools.ant.types.DTDLocation,0,0,0,0,0,0,0,0,0,5,1,6,1,0,30,0.970039586,1,4224.383032,296.0000015,308.2401661,210.3806075,192.0000023,4218.371724,4214.145346,4218.326327,92.84934033,209.4683747,0,,209.151816,281.6558183,4214.002338,4223.402183,30.30970537,4214.87746,30.42355965,253746.0018,17758003
org.apache.tools.ant.types.selectors.OrSelector,0,0,0,0,0,0,0,0,0,3,5,14,4,2,52,0.488457153,4,4202.227148,293.0004465,305.9297305,207.5764919,188.0006959,4196.213531,4192.129888,4196.213531,93.9840412,207.5764919,0,,205.6912524,273.7608445,4192.018144,4200.92954,53.44109691,4192.923562,53.49318282,438686.0033,17573063
org.apache.tools.ant.DynamicConfigurator,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,4252.314664,296,309.0906016,210.7178208,191,4246.297799,4242.136254,4246.297799,95.27329112,210.7178208,0,,211.0090395,284.608503,4242.00026,4251.536899,2.485174765,4242.933537,2.52536628,16974.00018,17994775
org.apache.tools.tar.TarInputStream,0,0,0,0,0,0,0,0,0,16,3,38,1,2,541,0.389386973,2,3714.732023,295.0006319,304.3846251,204.2669822,190.0009812,3707.871222,3703.14704,3707.922599,81.9390017,205.1974659,0,,567.9610109,259.0482581,3703.098769,3712.049973,541.6569149,3703.759441,541.8914244,4299365.034,13712384
org.apache.tools.ant.types.selectors.NotSelector,0,0,0,0,0,0,0,0,0,3,6,11,4,3,37,0.616192523,7,4216.9834,290.000254,303.0577503,206.6712365,187.0003939,4211.153999,4207.1217,4211.198523,93.63759929,207.5764919,0,,205.3701078,275.9492707,4207.012232,4216.040441,38.37201641,4207.92027,38.41892168,312698.0024,17699051
org.apache.tools.ant.listener.AnsiColorLogger,0,0,0,0,0,0,0,0,0,3,1,18,0,1,274,0.979166667,1,3981.019467,296.0000007,308.804145,211.2060605,192.0000011,3974.640109,3970.145589,3974.640109,94.33981132,211.2060605,0,,335.9879215,273.6585464,3970.019477,3979.420686,274.2647886,3970.975195,274.2823683,2250654.017,15761095
org.apache.tools.ant.taskdefs.ProcessDestroyer,0,0,0,0,0,0,0,0,0,5,1,20,1,0,106,0.955286348,1,4148.573249,296.0000034,308.2401661,210.3806075,192.0000052,4142.451931,4138.148016,4142.405702,92.84934033,209.4683747,0,,220.1186343,271.5326868,4138.025621,4146.899324,106.9759935,4138.893572,107.0766957,888512.0064,17123237
org.apache.tools.ant.filters.BaseParamFilterReader,0,0,0,0,0,0,0,0,0,4,12,7,9,3,22,0.962634704,9,4231.811432,288.0000024,300.8537851,200.8233054,181.0000039,4225.878015,4222.121268,4225.96415,92.6984358,202.6277375,0,,207.2020771,275.5449147,4222.01318,4230.982037,24.40493305,4222.896281,24.47005037,186259.0016,17825490
org.apache.tools.bzip2.CBZip2OutputStream,0,0,0,0,0,0,0,0,0,33,6,43,3,4,4244,0.101077172,3,294,294.0013743,299.6664813,195.7881508,187.0021606,187,31,189,65.76473219,197.6992666,0,,4062.809145,254.2066089,31.88778113,254.2066089,4213.248969,58,4187.096927,18011579.46,170
org.apache.tools.ant.taskdefs.CallTarget,0,0,0,0,0,0,0,0,0,10,9,33,0,9,145,0.175526724,4,4109.458602,293.00116,303.9901314,201.0397971,184.0018472,4103.127709,4099.082458,4103.494243,85.07055895,208.3866598,0,,230.9859297,263.1805464,4099.064045,4107.4402,146.8446101,4099.800239,146.972449,1209768.009,16801981
org.apache.tools.ant.taskdefs.Jikes,0,0,0,0,0,0,0,0,0,2,5,30,0,5,186,0.924758953,0,4068.854016,297.0000095,310.0483833,208.0024038,188.0000151,4062.35252,4058.110891,4062.5396,93.92017888,211.6246677,0,,260.7253339,265.2413995,4058.053579,4066.659194,187.1825918,4058.975856,187.1649405,1544202.011,16467547
org.apache.tools.ant.util.FlatFileNameMapper,0,0,0,0,0,0,0,0,0,4,2,7,1,1,20,0.977444469,0,4234.428533,297.0000009,309.4802094,209.8809186,191.0000013,4228.316095,4224.136835,4228.316095,93.40770846,209.8809186,0,,206.9623101,280.9216973,4224.003167,4233.331194,20.64982567,4224.895857,20.73520788,169367.0013,17842382
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,0,0,0,0,0,0,0,0,0,3,5,12,1,4,40,0.914326234,3,4214.267671,294.0000125,306.8876016,207.5764919,188.0000195,4208.201516,4204.114294,4208.336607,93.30058949,210.2974084,0,,204.9247508,277.2760357,4204.009249,4213.133988,40.97418415,4204.920927,41.01380565,337932.0025,17673817
org.apache.tools.ant.taskdefs.condition.And,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.992424242,0,4231.435926,297.0000001,310.0483833,209.8118204,190.0000002,4225.274074,4221.121297,4225.31916,94.57801013,210.7178208,0,,207.2724446,280.9216973,4221.003169,4230.337812,23.5813234,4221.938181,23.61090561,194702.0014,17817047
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,0,0,0,0,0,0,0,0,0,21,8,73,0,8,669,0.895640575,4,3586.986758,293.0000186,301.2457469,197.8004044,185.0000294,3579.783513,3575.101957,3580.152092,75.02666193,204.3624232,0,,682.6097445,237.6215478,3575.328603,3582.88836,670.7800387,3575.685249,671.0432603,5230984.043,12780765
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,0,2,4,2,3,2,2,1,1,4252.314664,296,309.0906016,208.9066777,189,4246.208309,4242.128357,4246.208309,94.9210198,208.9066777,0,,211.0098868,283.270189,4242.00094,4251.447518,3.460616883,4242.933537,3.485071861,16974.00036,17994775
org.apache.tools.ant.taskdefs.condition.ConditionBase,0,0,0,0,0,0,0,0,0,18,18,23,5,16,110,0.878729478,3,4144.441096,294.000025,302.927384,189.6154002,175.000042,4137.702382,4134.043662,4138.227277,75.43208866,200.7436176,0,,219.5568378,266.5876966,4134.046022,4142.586752,111.7995434,4134.644483,112.0421552,921603.0068,17090146
org.apache.tools.ant.taskdefs.condition.Or,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.992424242,0,4231.435926,297.0000001,310.0483833,209.8118204,190.0000002,4225.274074,4221.121297,4225.31916,94.57801013,210.7178208,0,,207.2724446,280.9216973,4221.003169,4230.337812,23.5813234,4221.938181,23.61090561,194702.0014,17817047
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,0,0,0,0,0,0,0,0,0,15,16,77,0,16,504,0.87681929,4,3751.459583,293.0000259,302.6962174,192.6265818,177.0000429,3744.186026,3740.048262,3744.925099,78.33900689,206.494552,0,,521.3759642,235.2870587,3740.345089,3747.393761,506.634056,3740.772113,506.7567869,4024013.032,13987736
org.apache.tools.mail.MailPrintStream,0,0,0,0,0,0,0,0,0,5,1,9,1,0,81,0.942662686,2,4173.439109,295.0000056,307.2800026,210.3806075,192.0000086,4167.425224,4163.147127,4167.379272,92.84934033,209.4683747,0,,219.4452681,279.4584048,4163.005289,4172.369351,81.25260727,4163.888207,81.35837681,680976.0048,17330773
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,0,0,0,0,0,0,0,0,0,7,1,11,1,0,98,0.904732661,2,4156.481806,295.0000154,306.7262623,209.5709904,192.0000236,4150.44335,4146.14773,4150.39721,91,208.655218,0,,224.4534503,278.0017986,4146.007898,4155.309976,98.3141978,4146.850853,98.45779003,822231.0059,17189518
org.apache.tools.ant.taskdefs.condition.Os,0,0,0,0,0,0,0,0,0,13,14,23,12,2,308,0.95535435,10,3946.44967,287.0000035,297.4104907,195.2562419,179.0000056,3940.068147,3936.138336,3940.113704,84.69356528,196.1733927,0,,362.0062882,261.7250466,3936.075439,3944.69213,308.9525544,3936.77279,309.1646417,2519463.019,15492286
org.apache.tools.mail.SmtpResponseReader,0,0,0,0,0,0,0,0,0,5,1,19,1,0,108,0.940420057,1,4146.578348,296.000006,308.2401661,210.3806075,192.0000092,4140.454081,4136.148087,4140.40783,92.84934033,209.4683747,0,,221.9597601,272.2443755,4136.023189,4144.950301,108.8648178,4136.894004,108.9652825,905059.0065,17106690
org.apache.tools.ant.filters.ClassConstants,0,0,0,0,0,0,0,0,0,5,3,20,1,2,168,0.947937991,1,4086.733659,296.0000046,308.2401661,208.5569467,190.0000071,4080.425958,4076.133585,4080.472644,92.11405973,209.4683747,0,,255.7314111,271.5326868,4076.026011,4085.034394,168.624632,4076.907161,168.6979844,1397780.01,16613969
org.apache.tools.ant.ExitException,0,0,0,0,0,0,0,0,0,2,1,7,1,0,20,0.984905877,2,4234.288724,295.0000004,308.1330881,211.6246677,192.0000006,4228.361385,4224.145002,4228.316095,95.63472173,210.7178208,0,,206.9623101,280.9216973,4224.003167,4233.331194,20.64191883,4224.937514,20.69486991,169367.0013,17842382
org.apache.tools.ant.types.selectors.FileSelector,0,0,0,0,0,0,0,0,0,1,15,1,14,1,1,1,1,4253.312239,296,309.3800252,199.459269,178,4246.732038,4243.136222,4246.732038,96.20810777,199.459269,0,,212.0054411,276.8176295,4243.010141,4252.020343,9.329656901,4243.954406,9.332787357,8488.005205,18003261
org.apache.tools.ant.types.selectors.ExtendFileSelector,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,1,0,4254.379508,297,310.6283954,209.7665369,189,4248.206327,4244.128297,4248.250934,96.79876032,210.6679852,0,,213,285.4277492,4244.000052,4253.58731,0.666640842,4244.975501,0.666640842,0.666640842,18011749
org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,0,3,1,3,1,0,4,1,1,4250.319517,296,308.804145,211.2060605,192,4244.344944,4240.144455,4244.299824,94.70480452,210.2974084,0,,210.0371664,283.867927,4240.000585,4249.491852,4.563784887,4240.913109,4.632511244,33939.0003,17977810
org.apache.tools.ant.BuildLogger,0,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,1,4250.319517,296,308.5206638,207.1545317,188,4244.165878,4240.136319,4244.165878,93.40770846,207.1545317,0,,209.0399189,281.1138559,4240.002925,4249.308767,6.382915498,4240.892477,6.440248613,33940.00061,17977809
org.apache.tools.ant.types.selectors.AndSelector,0,0,0,0,0,0,0,0,0,3,6,14,5,2,52,0.488457153,5,4202.157541,292.0004481,304.9721299,206.6712365,187.0006997,4196.168848,4192.129888,4196.168848,93.9840412,206.6712365,0,,205.7025613,273.0750813,4192.020217,4200.884907,53.6035157,4192.923562,53.65544394,438686.0033,17573063
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,0,0,0,0,0,0,0,0,0,3,7,14,1,6,88,0.978918795,2,4166.456648,295.0000008,307.8457406,205.7668584,186.0000012,4160.160093,4156.101178,4160.386641,92.65527508,210.2974084,0,,217.5342136,275.8296576,4156.012676,4165.143215,88.62357711,4156.931561,88.64028474,739214.0053,17272535
org.apache.tools.ant.taskdefs.Sequential,0,0,0,0,0,0,0,0,0,4,6,16,0,6,46,0.844786681,4,4208.212566,293.0000411,305.6435833,206.2474242,187.0000644,4202.162895,4198.100166,4202.388369,91.70605214,210.791366,0,,202.2680769,275.0872589,4198.01443,4207.003328,47.32595277,4198.901404,47.37065876,388348.0029,17623401
org.apache.tools.ant.util.RegexpPatternMapper,0,0,0,0,0,0,0,0,0,5,4,20,0,4,144,0.960113842,1,4110.670991,296.0000027,308.2401661,207.6463339,189.0000042,4104.353908,4100.117193,4104.493148,91.41662868,210.3806075,0,,240.6559809,272.2370291,4100.023418,4109.028231,144.6762743,4100.901852,144.738532,1201556.009,16810193
org.apache.tools.ant.util.IdentityMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,16,0.977444469,0,4238.418691,297.0000009,309.4802094,208.0624906,189.0000013,4232.22223,4228.136705,4232.22223,93.40770846,208.0624906,0,,208.6166805,281.0427014,4228.003018,4237.33041,16.77052632,4228.895009,16.85531829,135557.001,17876192
org.apache.tools.ant.taskdefs.compilers.Javac12,0,0,0,0,0,0,0,0,0,3,8,20,1,7,151,0.027137861,0,4103.761445,297.0015934,309.7628125,204.8633691,185.002558,4097.178785,4093.095772,4097.454088,92.34717104,210.2974084,0,,244.9258846,271.5326868,4093.025903,4101.996953,151.7328795,4093.945896,151.7299727,1258907.009,16752842
org.apache.tools.ant.types.selectors.BaseSelectorContainer,0,0,0,0,0,0,0,0,0,23,19,40,6,19,179,0.491772339,15,4074.769809,282.000458,290.0827468,186.8154169,174.0007422,4068.722281,4065.031488,4069.253126,69.85699679,198.0403999,0,,248.9361675,254.0177159,4065.126556,4072.928922,181.9466402,4065.568718,182.2517673,1487351.011,16524398
org.apache.tools.ant.FileScanner,0,0,0,0,0,0,0,0,0,14,5,14,5,0,14,1,1,4240.343854,296,305.851271,203.1575743,188,4234.175717,4230.144797,4234.131434,84.58132182,202.2325394,0,,199.5002764,273.0750813,4230.020036,4238.805256,19.1060378,4230.700769,19.32020574,118650.0016,17893099
org.apache.tools.ant.util.regexp.RegexpUtil,0,0,0,0,0,0,0,0,0,3,0,4,0,0,20,0.984905877,6,4234.011927,291.0000004,304.0148023,212.1155346,193.0000006,4228.40691,4224.145002,4228.361385,94.70480452,211.2060605,0,,209.9442645,283.8045102,4224.000621,4233.523473,20.11406504,4224.916567,20.18921382,169364.0012,17842385
org.apache.tools.ant.taskdefs.condition.Http,0,0,0,0,0,0,0,0,0,4,4,15,1,3,109,0.951681879,0,4145.652422,297.0000039,309.4802094,208.0624906,189.0000062,4139.317093,4135.123819,4139.408895,92.6984358,209.8809186,0,,225.9437751,275.1090693,4135.014592,4144.141648,109.556622,4135.915135,109.6122288,913326.0066,17098423
org.apache.tools.bzip2.CRC,0,0,0,0,0,0,0,0,0,7,2,8,2,0,1082,0.948104577,3,3175.638518,294.0000046,305.7646153,208.655218,191.0000071,3167.763407,3162.193701,3167.703269,91,207.7402224,0,,1099.821921,279.5084972,3162.006859,3174.329693,1081.954641,3163.115553,1081.879994,8013300.073,9998449
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,0,0,0,0,0,0,0,0,13,9,20,7,2,111,0.878209565,9,4143.022206,288.0000258,298.3756022,199.8499437,184.0000403,4137.093787,4133.131742,4137.138383,84.69356528,200.7710138,0,,222.6993467,267.3462175,4133.042523,4141.63772,112.5687748,4133.735962,112.8083729,929867.0068,17081882
