Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ce))","d(LOC,d(RFC, Ca))"
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,29,5,66,2,3,567,0.093027862,3,3688.734878,294.001399,300.4663043,197.9595918,188.0021877,3681.802955,3677.139241,3681.905621,69.77105417,199.859951,0,,585.1119671,3477.844399
org.apache.tools.ant.BuildEvent,0,0,0,0,0,0,0,0,0,11,12,15,9,4,97,0.912784745,12,4156.781688,285.0000133,296.0152023,197.8913844,181.000021,4150.948084,4147.115865,4151.035774,85.79627032,199.7223072,0,,220.578302,3842.355899
org.apache.tools.ant.input.InputRequest,0,0,0,0,0,0,0,0,0,5,5,7,5,0,32,0.955342017,4,4222.178703,293.0000034,305.3604428,206.7365473,188.0000053,4216.193544,4212.145415,4216.149072,92.84934033,205.8275978,0,,208.4862814,3854.481773
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,0,0,0,0,0,0,0,0,0,3,7,19,1,6,93,0.074760179,0,4161.611467,297.0014412,309.7628125,205.7668584,186.0023012,4155.165099,4151.1013,4155.391919,92.65527508,210.2974084,0,,215.0785827,3847.839846
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,3,7,9,5,2,47,0.962521652,6,4207.076182,291.0000024,304.0148023,205.7668584,186.0000038,4201.119494,4197.129734,4201.163886,93.9840412,206.6712365,0,,209.3637745,3853.58667
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,7,9,15,8,1,92,0.8776602,13,4161.701575,284.0000264,296.1621178,202.2671501,184.0000407,4156.075072,4152.139208,4156.075072,90.62008607,202.2671501,0,,218.4041888,3844.555302
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,0,0,0,0,0,0,0,0,0,9,4,18,3,1,88,0.89890229,3,4166.385964,294.0000174,305.2212312,206.0218435,189.000027,4160.295302,4156.139074,4160.295302,88.76936408,206.0218435,0,,213.9186603,3849.040655
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,3,1,10,0,1,67,0.984079243,1,4187.474776,296.0000004,308.804145,211.2060605,192.0000007,4181.410408,4177.138375,4181.410408,94.33981132,211.2060605,0,,213.7209769,3849.238331
org.apache.tools.tar.TarUtils,0,0,0,0,0,0,0,0,0,8,1,14,1,0,274,0.787130407,2,3980.94524,295.0000768,306.4539117,209.1721779,192.000118,3974.640109,3970.154279,3974.591929,90.0777442,208.2546518,0,,338.3640809,3724.609514
org.apache.tools.ant.ProjectComponent,0,0,0,0,0,0,0,0,0,5,98,7,98,1,33,0.942057165,112,4215.061803,185.0000091,204.0122545,128.1444497,95.00001767,4212.071462,4211.137257,4212.049026,92.47702417,127.4048665,0,,209.1568267,3853.802303
org.apache.tools.zip.UnixStat,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,4247.396614,297,310.6283954,212.4735278,192,4241.348017,4237.144557,4241.302866,97.49871794,211.5703193,0,,213.113293,3849.854952
org.apache.tools.tar.TarBuffer,0,0,0,0,0,0,0,0,0,21,2,35,2,0,617,0.790635049,3,3638.896124,294.0000745,302.218464,203.4232042,191.0001147,3632.025606,3627.168868,3631.973155,78.26237921,202.4845673,0,,641.468862,3421.519302
org.apache.tools.ant.filters.ChainableReader,0,0,0,0,0,0,0,0,0,1,13,1,13,0,1,1,0,4253.381949,297,310.3369137,201.246118,180,4246.816337,4243.144353,4246.77407,96.56603958,200.3521899,0,,212.0051441,3850.963055
org.apache.tools.ant.util.MergingMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,24,0.977444469,2,4230.298453,295.0000009,307.561376,208.0624906,189.0000013,4224.230226,4220.136965,4224.230226,93.40770846,208.0624906,0,,209.382412,3853.576726
org.apache.tools.ant.util.Watchdog,0,0,0,0,0,0,0,0,0,7,3,22,3,1,111,0.944513272,3,4143.443616,294.0000052,305.7646153,207.7402224,190.0000081,4137.364983,4133.139848,4137.31918,90.62008607,206.8260138,0,,220.8774638,3842.082123
org.apache.tools.zip.ZipExtraField,0,0,0,0,0,0,0,0,0,6,5,6,4,1,6,1,2,4248.254818,295,307.0016287,206.322563,188,4242.167842,4238.136383,4242.167842,91.54780172,206.322563,0,,207.0893624,3855.869687
org.apache.tools.ant.DemuxOutputStream,0,0,0,0,0,0,0,0,0,8,4,25,1,3,163,0.82180269,2,4091.648323,295.0000538,306.4539117,206.4218981,189.000084,4085.374157,4081.125458,4085.46717,88.95504483,208.2546518,0,,248.6816314,3814.261749
org.apache.tools.ant.taskdefs.XSLTLoggerAware,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,4253.312239,296,309.3800252,211.1421322,191,4247.296787,4243.136222,4247.296787,96.20810777,211.1421322,0,,212.0021471,3850.957093
org.apache.tools.ant.filters.ExpandProperties,0,0,0,0,0,0,0,0,0,4,4,13,1,3,87,0.907560011,1,4167.525045,296.0000144,308.5206638,208.0624906,189.0000226,4161.29427,4157.123164,4161.385587,92.6984358,209.8809186,0,,218.0495096,3844.892801
org.apache.tools.ant.taskdefs.Exec,0,0,0,0,0,0,0,0,0,10,6,42,1,6,369,0.800059693,5,3885.986233,292.0000685,303.0264015,203.7891067,187.0001069,3879.509505,3875.108515,3879.70437,86.03487665,207.4656598,0,,406.2850845,3656.639059
org.apache.tools.ant.util.KeepAliveOutputStream,0,0,0,0,0,0,0,0,0,2,0,3,0,0,7,0.984905877,0,4247.396614,297.0000004,310.0483833,212.5323505,193.0000006,4241.393403,4237.144557,4241.348017,95.63472173,211.6246677,0,,210.1134224,3852.854699
org.apache.tools.ant.taskdefs.GenerateKey,0,0,0,0,0,0,0,0,0,14,8,33,0,8,404,0.735025796,3,3851.238242,294.0001194,303.9161068,200.3846301,185.0001898,3844.453797,3840.094921,3844.797004,81.59656856,206.8646901,0,,441.7862311,3621.123575
org.apache.tools.ant.filters.PrefixLines,0,0,0,0,0,0,0,0,0,7,5,22,1,4,150,0.903853958,1,4104.68659,296.0000156,307.6881538,205.9126028,188.0000246,4098.314288,4094.117365,4098.453001,89.53770156,208.655218,0,,242.7352897,3820.199636
org.apache.tools.ant.types.Parameterizable,0,0,0,0,0,0,0,0,0,1,5,1,4,1,1,1,1,4253.312239,296,309.3800252,208.4322432,188,4247.162935,4243.136222,4247.162935,96.20810777,208.4322432,0,,212.0027918,3850.956449
org.apache.tools.ant.input.InputHandler,0,0,0,0,0,0,0,0,0,1,8,1,6,2,1,1,1,4253.312239,296,309.3800252,205.7304061,185,4247.031198,4243.128327,4247.074876,95.85927185,206.6301043,0,,212.003262,3850.947279
org.apache.tools.ant.taskdefs.condition.Condition,0,0,0,0,0,0,0,0,0,1,18,1,17,1,1,1,2,4253.242763,295,308.4234103,196.7866865,175,4246.607352,4243.136222,4246.607352,96.20810777,196.7866865,0,,212.006371,3850.95287
org.apache.tools.ant.taskdefs.compilers.Kjc,0,0,0,0,0,0,0,0,0,4,10,26,1,9,195,0.001986834,1,4059.805045,296.0016825,308.5206638,202.6277375,183.0027214,4053.133356,4049.083477,4053.502436,90.80198236,209.8809186,0,,269.9925508,3792.905709
org.apache.tools.ant.util.TaskLogger,0,0,0,0,0,0,0,0,0,6,1,8,0,1,43,0.836380236,0,4211.485486,297.0000451,308.9239389,209.9738079,192.0000697,4205.385238,4201.137584,4205.385238,91.54780172,209.9738079,0,,209.4336838,3853.525457
org.apache.tools.ant.input.PropertyFileInputHandler,0,0,0,0,0,0,0,0,0,3,3,19,0,3,104,0.95038947,1,4150.568154,296.0000042,308.804145,209.389589,190.0000065,4144.35761,4140.12367,4144.449783,93.63759929,211.2060605,0,,220.0242693,3842.91811
org.apache.tools.ant.types.selectors.MajoritySelector,0,0,0,0,0,0,0,0,0,4,5,15,4,2,83,0.48475672,4,4171.303154,293.000453,305.6435833,207.1545317,188.0007061,4165.244891,4161.130856,4165.244891,93.04837452,207.1545317,0,,214.6951403,3848.2555
org.apache.tools.ant.filters.StringInputStream,0,0,0,0,0,0,0,0,0,6,1,15,1,0,45,0.948104577,1,4209.420031,296.0000045,307.9626601,209.9738079,192.000007,4203.387325,4199.145866,4203.341766,91.92388155,209.0598001,0,,203.0291442,3859.938685
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,12,3,22,1,2,156,0.870517316,1,4098.702234,296.0000283,306.3608983,205.7692883,190.0000441,4092.41298,4088.133193,4092.459529,85.61541917,206.6930091,0,,246.4791306,3816.472688
org.apache.tools.ant.filters.TailFilter,0,0,0,0,0,0,0,0,0,7,5,19,1,4,285,0.926746371,1,3970.05,296.0000091,307.6881538,205.9126028,188.0000143,3963.46124,3959.121367,3963.604673,89.53770156,208.655218,0,,344.4698743,3718.468493
org.apache.tools.ant.types.selectors.SelectorContainer,0,0,0,0,0,0,0,0,0,19,19,19,3,16,19,1,0,4235.426071,297,305.6026832,188.3082579,174,4228.581441,4225.042722,4229.225225,74.46475676,202.2498455,0,,194.9306996,3867.925112
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,39,0,2,282,0.83758728,4,3972.819276,293.000045,304.5291447,208.2546518,191.0000691,3966.60119,3962.137428,3966.649468,89.31965069,209.1721779,0,,331.0217303,3731.93332
org.apache.tools.ant.types.selectors.BaseExtendSelector,0,0,0,0,0,0,0,0,0,4,9,5,5,4,18,0.977444469,5,4236.076014,292.0000009,304.6850833,203.5313244,184.0000014,4230.003783,4226.113699,4230.135341,92.35799911,206.2474242,0,,208.7873912,3854.146427
org.apache.tools.ant.util.TimeoutObserver,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,1,0,4253.381949,297,310.3369137,210.2379604,190,4247.251935,4243.136222,4247.207318,96.20810777,209.3346603,0,,212.0025687,3850.956672
org.apache.tools.ant.filters.StripLineBreaks,0,0,0,0,0,0,0,0,0,7,5,17,1,4,107,0.926746371,1,4147.575798,296.0000091,307.6881538,205.9126028,188.0000143,4141.269491,4137.116145,4141.406766,89.53770156,208.655218,0,,223.2300972,3839.70419
org.apache.tools.ant.taskdefs.condition.Socket,0,0,0,0,0,0,0,0,0,4,4,12,1,3,70,0.954603765,0,4184.553142,297.0000035,309.4802094,208.0624906,189.0000055,4178.276798,4174.122662,4178.367744,92.6984358,209.8809186,0,,212.8019275,3850.140202
org.apache.tools.ant.taskdefs.condition.IsSet,0,0,0,0,0,0,0,0,0,3,5,7,1,4,29,0.966308882,0,4225.450745,297.0000019,309.7628125,207.5764919,188.000003,4219.190562,4215.113996,4219.325302,93.30058949,210.2974084,0,,208.0208937,3854.912899
org.apache.tools.ant.PathTokenizer,0,0,0,0,0,0,0,0,0,3,3,17,2,1,196,0.845011757,3,4058.662341,294.0000409,306.8876016,209.389589,190.0000632,4052.456539,4048.142784,4052.456539,94.33981132,209.389589,0,,277.0405119,3785.921307
org.apache.tools.ant.types.FilterSetCollection,0,0,0,0,0,0,0,0,0,5,6,13,5,1,69,0.940756643,2,4185.40918,295.0000059,307.2800026,205.8275978,187.0000094,4179.185806,4175.138441,4179.185806,92.47702417,205.8275978,0,,211.5892057,3851.370019
org.apache.tools.ant.types.AntFilterReader,0,0,0,0,0,0,0,0,0,10,9,31,2,7,166,0.109909347,1,4088.728409,296.0013383,306.8827138,201.0397971,184.0021529,4082.148944,4078.096124,4082.42379,85.70297544,206.5453945,0,,246.2166562,3816.695197
org.apache.tools.ant.types.selectors.SelectorScanner,0,0,0,0,0,0,0,0,0,3,3,3,2,1,3,1,1,4251.31709,296,308.804145,209.389589,190,4245.253938,4241.136286,4245.253938,94.33981132,209.389589,0,,210.0213846,3852.937779
org.apache.tools.bzip2.CBZip2InputStream,0,0,0,0,0,0,0,0,0,32,4,40,2,2,2014,0.316790399,3,2249.296779,294.0007938,299.8616348,197.9949494,189.0012349,2237.994861,2230.244157,2238.079534,67.60177512,198.9497424,0,,2017.602057,2045.473303
org.apache.tools.ant.taskdefs.rmic.SunRmic,0,0,0,0,0,0,0,0,0,3,8,22,1,7,152,0.073631739,0,4102.764068,297.0014447,309.7628125,204.8633691,185.0023193,4096.179806,4092.095796,4096.455175,92.34717104,210.2974084,0,,243.9732619,3818.938531
org.apache.tools.ant.taskdefs.Transform,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,4250.389276,297,310.3369137,212.0471646,192,4244.344944,4240.136319,4244.344944,96.20810777,212.0471646,0,,211.0361504,3851.923052
org.apache.tools.ant.util.regexp.RegexpFactory,0,0,0,0,0,0,0,0,0,4,6,12,1,5,71,0.942418387,2,4183.414156,295.0000056,307.561376,206.2474242,187.0000089,4177.18781,4173.107835,4177.368789,92.0271699,209.8809186,0,,213.1320682,3849.793968
org.apache.tools.ant.types.Substitution,0,0,0,0,0,0,0,0,0,4,4,15,0,4,70,0.911422288,2,4184.411667,295.0000133,307.561376,208.0624906,189.0000208,4178.276798,4174.115116,4178.413575,92.35799911,210.791366,0,,209.9553686,3852.978487
org.apache.tools.ant.taskdefs.condition.Not,0,0,0,0,0,0,0,0,0,2,3,8,1,3,33,0.970053611,0,4221.460648,297.0000015,310.0483833,209.8118204,190.0000024,4215.284213,4211.121585,4215.329406,94.57801013,210.7178208,0,,207.626653,3855.315298
org.apache.tools.ant.taskdefs.condition.IsTrue,0,0,0,0,0,0,0,0,0,3,4,7,1,3,29,0.98866506,0,4225.450745,297.0000002,309.7628125,208.4826132,189.0000003,4219.235239,4215.121469,4219.325302,93.63759929,210.2974084,0,,208.0208937,3854.921071
org.apache.tools.ant.types.Reference,0,0,0,0,0,0,0,0,0,5,28,11,26,2,54,0.948173536,18,4199.278629,279.0000048,291.9537635,186.0671922,165.0000081,4193.247548,4190.12995,4193.287016,92.11405973,186.9545399,0,,209.3442913,3853.606153
org.apache.tools.ant.input.MultipleChoiceInputRequest,0,0,0,0,0,0,0,0,0,3,3,8,2,1,32,0.969983061,3,4222.248216,294.0000015,306.8876016,209.389589,190.0000024,4216.283197,4212.137225,4216.283197,94.33981132,209.389589,0,,207.4775559,3855.481508
org.apache.tools.ant.types.RegularExpression,0,0,0,0,0,0,0,0,0,6,8,21,1,7,95,0.866159939,2,4159.474246,295.0000304,307.0016287,203.5927307,185.0000484,4153.12244,4149.09448,4153.394034,89.49301649,209.0598001,0,,214.1537568,3848.757241
org.apache.tools.ant.taskdefs.compilers.Javac13,0,0,0,0,0,0,0,0,0,2,7,13,1,6,66,0.021005676,0,4188.543064,297.0016135,310.0483833,206.1965082,186.0025764,4182.138209,4178.100645,4182.363566,93.60555539,210.7178208,0,,210.5733726,3852.344928
org.apache.tools.ant.taskdefs.LogStreamHandler,0,0,0,0,0,0,0,0,0,2,9,9,5,4,31,0.921359513,23,4221.900638,274.0000113,288.0919992,204.3942269,184.0000168,4217.016125,4213.11405,4217.148088,94.24436323,207.0990101,0,,206.3574254,3856.576314
org.apache.tools.zip.UnrecognizedExtraField,0,0,0,0,0,0,0,0,0,10,3,13,1,2,76,0.930310883,2,4178.426618,295.0000082,305.9182897,206.5453945,190.0000128,4172.328367,4168.130636,4172.374024,87.46427842,207.4656598,0,,213.909573,3849.041038
org.apache.tools.ant.listener.MailLogger,0,0,0,0,0,0,0,0,0,5,5,37,0,5,250,0.904863972,2,4004.879649,295.0000153,307.2800026,206.7365473,188.0000241,3998.422189,3994.112667,3998.612259,91.08238029,210.3806075,0,,305.4430684,3757.485839
org.apache.tools.ant.types.DTDLocation,0,0,0,0,0,0,0,0,0,5,1,6,1,0,30,0.970039586,1,4224.383032,296.0000015,308.2401661,210.3806075,192.0000023,4218.371724,4214.145346,4218.326327,92.84934033,209.4683747,0,,209.151816,3853.816266
org.apache.tools.ant.types.selectors.OrSelector,0,0,0,0,0,0,0,0,0,3,5,14,4,2,52,0.488457153,4,4202.227148,293.0004465,305.9297305,207.5764919,188.0006959,4196.213531,4192.129888,4196.213531,93.9840412,207.5764919,0,,205.6912524,3857.259058
org.apache.tools.ant.DynamicConfigurator,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,4252.314664,296,309.0906016,210.7178208,191,4246.297799,4242.136254,4246.297799,95.27329112,210.7178208,0,,211.0090395,3851.950162
org.apache.tools.tar.TarInputStream,0,0,0,0,0,0,0,0,0,16,3,38,1,2,541,0.389386973,2,3714.732023,295.0006319,304.3846251,204.2669822,190.0009812,3707.871222,3703.14704,3707.922599,81.9390017,205.1974659,0,,567.9610109,3495.003931
org.apache.tools.ant.types.selectors.NotSelector,0,0,0,0,0,0,0,0,0,3,6,11,4,3,37,0.616192523,7,4216.9834,290.000254,303.0577503,206.6712365,187.0003939,4211.153999,4207.1217,4211.198523,93.63759929,207.5764919,0,,205.3701078,3857.571765
org.apache.tools.ant.listener.AnsiColorLogger,0,0,0,0,0,0,0,0,0,3,1,18,0,1,274,0.979166667,1,3981.019467,296.0000007,308.804145,211.2060605,192.0000011,3974.640109,3970.145589,3974.640109,94.33981132,211.2060605,0,,335.9879215,3726.976312
org.apache.tools.ant.taskdefs.ProcessDestroyer,0,0,0,0,0,0,0,0,0,5,1,20,1,0,106,0.955286348,1,4148.573249,296.0000034,308.2401661,210.3806075,192.0000052,4142.451931,4138.148016,4142.405702,92.84934033,209.4683747,0,,220.1186343,3842.849901
org.apache.tools.ant.filters.BaseParamFilterReader,0,0,0,0,0,0,0,0,0,4,12,7,9,3,22,0.962634704,9,4231.811432,288.0000024,300.8537851,200.8233054,181.0000039,4225.878015,4222.121268,4225.96415,92.6984358,202.6277375,0,,207.2020771,3855.739859
org.apache.tools.bzip2.CBZip2OutputStream,0,0,0,0,0,0,0,0,0,33,6,43,3,4,4244,0.101077172,3,294,294.0013743,299.6664813,195.7881508,187.0021606,187,31,189,65.76473219,197.6992666,0,,4062.809145,31
org.apache.tools.ant.taskdefs.CallTarget,0,0,0,0,0,0,0,0,0,10,9,33,0,9,145,0.175526724,4,4109.458602,293.00116,303.9901314,201.0397971,184.0018472,4103.127709,4099.082458,4103.494243,85.07055895,208.3866598,0,,230.9859297,3831.911423
org.apache.tools.ant.taskdefs.Jikes,0,0,0,0,0,0,0,0,0,2,5,30,0,5,186,0.924758953,0,4068.854016,297.0000095,310.0483833,208.0024038,188.0000151,4062.35252,4058.110891,4062.5396,93.92017888,211.6246677,0,,260.7253339,3802.202165
org.apache.tools.ant.util.FlatFileNameMapper,0,0,0,0,0,0,0,0,0,4,2,7,1,1,20,0.977444469,0,4234.428533,297.0000009,309.4802094,209.8809186,191.0000013,4228.316095,4224.136835,4228.316095,93.40770846,209.8809186,0,,206.9623101,3855.996734
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,0,0,0,0,0,0,0,0,0,3,5,12,1,4,40,0.914326234,3,4214.267671,294.0000125,306.8876016,207.5764919,188.0000195,4208.201516,4204.114294,4208.336607,93.30058949,210.2974084,0,,204.9247508,3858.008942
org.apache.tools.ant.taskdefs.condition.And,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.992424242,0,4231.435926,297.0000001,310.0483833,209.8118204,190.0000002,4225.274074,4221.121297,4225.31916,94.57801013,210.7178208,0,,207.2724446,3855.669494
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,0,0,0,0,0,0,0,0,0,21,8,73,0,8,669,0.895640575,4,3586.986758,293.0000186,301.2457469,197.8004044,185.0000294,3579.783513,3575.101957,3580.152092,75.02666193,204.3624232,0,,682.6097445,3380.307233
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,0,2,4,2,3,2,2,1,1,4252.314664,296,309.0906016,208.9066777,189,4246.208309,4242.128357,4246.208309,94.9210198,208.9066777,0,,211.0098868,3851.940618
org.apache.tools.ant.taskdefs.condition.ConditionBase,0,0,0,0,0,0,0,0,0,18,18,23,5,16,110,0.878729478,3,4144.441096,294.000025,302.927384,189.6154002,175.000042,4137.702382,4134.043662,4138.227277,75.43208866,200.7436176,0,,219.5568378,3843.299272
org.apache.tools.ant.taskdefs.condition.Or,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.992424242,0,4231.435926,297.0000001,310.0483833,209.8118204,190.0000002,4225.274074,4221.121297,4225.31916,94.57801013,210.7178208,0,,207.2724446,3855.669494
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,0,0,0,0,0,0,0,0,0,15,16,77,0,16,504,0.87681929,4,3751.459583,293.0000259,302.6962174,192.6265818,177.0000429,3744.186026,3740.048262,3744.925099,78.33900689,206.494552,0,,521.3759642,3541.484148
org.apache.tools.mail.MailPrintStream,0,0,0,0,0,0,0,0,0,5,1,9,1,0,81,0.942662686,2,4173.439109,295.0000056,307.2800026,210.3806075,192.0000086,4167.425224,4163.147127,4167.379272,92.84934033,209.4683747,0,,219.4452681,3843.523239
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,0,0,0,0,0,0,0,0,0,7,1,11,1,0,98,0.904732661,2,4156.481806,295.0000154,306.7262623,209.5709904,192.0000236,4150.44335,4146.14773,4150.39721,91,208.655218,0,,224.4534503,3838.515265
org.apache.tools.ant.taskdefs.condition.Os,0,0,0,0,0,0,0,0,0,13,14,23,12,2,308,0.95535435,10,3946.44967,287.0000035,297.4104907,195.2562419,179.0000056,3940.068147,3936.138336,3940.113704,84.69356528,196.1733927,0,,362.0062882,3700.949984
org.apache.tools.mail.SmtpResponseReader,0,0,0,0,0,0,0,0,0,5,1,19,1,0,108,0.940420057,1,4146.578348,296.000006,308.2401661,210.3806075,192.0000092,4140.454081,4136.148087,4140.40783,92.84934033,209.4683747,0,,221.9597601,3841.008852
org.apache.tools.ant.filters.ClassConstants,0,0,0,0,0,0,0,0,0,5,3,20,1,2,168,0.947937991,1,4086.733659,296.0000046,308.2401661,208.5569467,190.0000071,4080.425958,4076.133585,4080.472644,92.11405973,209.4683747,0,,255.7314111,3807.220754
org.apache.tools.ant.ExitException,0,0,0,0,0,0,0,0,0,2,1,7,1,0,20,0.984905877,2,4234.288724,295.0000004,308.1330881,211.6246677,192.0000006,4228.361385,4224.145002,4228.316095,95.63472173,210.7178208,0,,206.9623101,3856.005681
org.apache.tools.ant.types.selectors.FileSelector,0,0,0,0,0,0,0,0,0,1,15,1,14,1,1,1,1,4253.312239,296,309.3800252,199.459269,178,4246.732038,4243.136222,4246.732038,96.20810777,199.459269,0,,212.0054411,3850.9538
org.apache.tools.ant.types.selectors.ExtendFileSelector,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,1,0,4254.379508,297,310.6283954,209.7665369,189,4248.206327,4244.128297,4248.250934,96.79876032,210.6679852,0,,213,3849.950578
org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,0,3,1,3,1,0,4,1,1,4250.319517,296,308.804145,211.2060605,192,4244.344944,4240.144455,4244.299824,94.70480452,210.2974084,0,,210.0371664,3852.930952
org.apache.tools.ant.BuildLogger,0,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,1,4250.319517,296,308.5206638,207.1545317,188,4244.165878,4240.136319,4244.165878,93.40770846,207.1545317,0,,209.0399189,3853.919206
org.apache.tools.ant.types.selectors.AndSelector,0,0,0,0,0,0,0,0,0,3,6,14,5,2,52,0.488457153,5,4202.157541,292.0004481,304.9721299,206.6712365,187.0006997,4196.168848,4192.129888,4196.168848,93.9840412,206.6712365,0,,205.7025613,3857.247749
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,0,0,0,0,0,0,0,0,0,3,7,14,1,6,88,0.978918795,2,4166.456648,295.0000008,307.8457406,205.7668584,186.0000012,4160.160093,4156.101178,4160.386641,92.65527508,210.2974084,0,,217.5342136,3845.384285
org.apache.tools.ant.taskdefs.Sequential,0,0,0,0,0,0,0,0,0,4,6,16,0,6,46,0.844786681,4,4208.212566,293.0000411,305.6435833,206.2474242,187.0000644,4202.162895,4198.100166,4202.388369,91.70605214,210.791366,0,,202.2680769,3860.649989
org.apache.tools.ant.util.RegexpPatternMapper,0,0,0,0,0,0,0,0,0,5,4,20,0,4,144,0.960113842,1,4110.670991,296.0000027,308.2401661,207.6463339,189.0000042,4104.353908,4100.117193,4104.493148,91.41662868,210.3806075,0,,240.6559809,3822.278877
org.apache.tools.ant.util.IdentityMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,16,0.977444469,0,4238.418691,297.0000009,309.4802094,208.0624906,189.0000013,4232.22223,4228.136705,4232.22223,93.40770846,208.0624906,0,,208.6166805,3854.342428
org.apache.tools.ant.taskdefs.compilers.Javac12,0,0,0,0,0,0,0,0,0,3,8,20,1,7,151,0.027137861,0,4103.761445,297.0015934,309.7628125,204.8633691,185.002558,4097.178785,4093.095772,4097.454088,92.34717104,210.2974084,0,,244.9258846,3817.985934
org.apache.tools.ant.types.selectors.BaseSelectorContainer,0,0,0,0,0,0,0,0,0,23,19,40,6,19,179,0.491772339,15,4074.769809,282.000458,290.0827468,186.8154169,174.0007422,4068.722281,4065.031488,4069.253126,69.85699679,198.0403999,0,,248.9361675,3813.906539
org.apache.tools.ant.FileScanner,0,0,0,0,0,0,0,0,0,14,5,14,5,0,14,1,1,4240.343854,296,305.851271,203.1575743,188,4234.175717,4230.144797,4234.131434,84.58132182,202.2325394,0,,199.5002764,3863.467408
org.apache.tools.ant.util.regexp.RegexpUtil,0,0,0,0,0,0,0,0,0,3,0,4,0,0,20,0.984905877,6,4234.011927,291.0000004,304.0148023,212.1155346,193.0000006,4228.40691,4224.145002,4228.361385,94.70480452,211.2060605,0,,209.9442645,3853.02385
org.apache.tools.ant.taskdefs.condition.Http,0,0,0,0,0,0,0,0,0,4,4,15,1,3,109,0.951681879,0,4145.652422,297.0000039,309.4802094,208.0624906,189.0000062,4139.317093,4135.123819,4139.408895,92.6984358,209.8809186,0,,225.9437751,3836.99881
org.apache.tools.bzip2.CRC,0,0,0,0,0,0,0,0,0,7,2,8,2,0,1082,0.948104577,3,3175.638518,294.0000046,305.7646153,208.655218,191.0000071,3167.763407,3162.193701,3167.703269,91,207.7402224,0,,1099.821921,2963.193934
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,0,0,0,0,0,0,0,0,13,9,20,7,2,111,0.878209565,9,4143.022206,288.0000258,298.3756022,199.8499437,184.0000403,4137.093787,4133.131742,4137.138383,84.69356528,200.7710138,0,,222.6993467,3840.251589
